cavitynest_interactor,recorder,BBS_InteractionPairs_entry,BOW_citation,Genus,Species,English_Common_Name,French_Common_Name,Spanish_Common_Name,ORDER,Family,Seq,AOU
secondary,EP,3/28/2019; checked 7/8/2022,"Miller, K. E. and W. E. Lanyon (2020). Great Crested Flycatcher (Myiarchus crinitus), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.grcfly.01",Myiarchus,crinitus,Great Crested Flycatcher,Tyran huppé,Myiarchus crinitus,Passeriformes,Tyrannidae,885,4520
secondary,EP,7/8/2022; 7/11/2022,"Cardiff, S. W. and D. L. Dittmann (2020). Brown-crested Flycatcher (Myiarchus tyrannulus), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.bncfly.01",Myiarchus,tyrannulus,Brown-crested Flycatcher,Tyran de Wied,Myiarchus tyrannulus,Passeriformes,Tyrannidae,886,4530
,,,,Pitangus,sulphuratus,Great Kiskadee,Tyran quiquivi,Pitangus sulphuratus,Passeriformes,Tyrannidae,889,4490
,,,,Myiodynastes,luteiventris,Sulphur-bellied Flycatcher,Tyran tigré,Myiodynastes luteiventris,Passeriformes,Tyrannidae,893,4510
,,,,Tyrannus,melancholicus,Tropical Kingbird,Tyran mélancolique,Tyrannus melancholicus,Passeriformes,Tyrannidae,897,4460
,,,,Tyrannus,couchii,Couch's Kingbird,Tyran de Couch,Tyrannus couchii,Passeriformes,Tyrannidae,898,4461
,,,,Tyrannus,melancholicus / couchii,unid. Tropical Kingbird / Couch's Kingbird,unid Tyran mélancolique / Tyran de Couch,Tyrannus melancholicus / couchii,Passeriformes,Tyrannidae,899,4462
,,,,Tyrannus,vociferans,Cassin's Kingbird,Tyran de Cassin,Tyrannus vociferans,Passeriformes,Tyrannidae,900,4480
,,,,Tyrannus,crassirostris,Thick-billed Kingbird,Tyran à bec épais,Tyrannus crassirostris,Passeriformes,Tyrannidae,901,4451
,,,,Tyrannus,verticalis,Western Kingbird,Tyran de l'Ouest,Tyrannus verticalis,Passeriformes,Tyrannidae,902,4470
,,,,Tyrannus,vociferans / verticalis,unid. Cassin's Kingbird / Western Kingbird,unid Tyran de Cassin / Tyran de l'Ouest,Tyrannus vociferans / verticalis,Passeriformes,Tyrannidae,903,4447
tertiary,,,,Tyrannus,tyrannus,Eastern Kingbird,Tyran tritri,Tyrannus tyrannus,Passeriformes,Tyrannidae,904,4440
,,,,Tyrannus,dominicensis,Gray Kingbird,Tyran gris,Tyrannus dominicensis,Passeriformes,Tyrannidae,905,4450
tertiary,EP,4/18/2019; checked 9/27/2022,"Regosin, J. V. (2020). Scissor-tailed Flycatcher (Tyrannus forficatus), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.sctfly.01",Tyrannus,forficatus,Scissor-tailed Flycatcher,Tyran à longue queue,Tyrannus forficatus,Passeriformes,Tyrannidae,907,4430
,,,,Tyrannus,savana,Fork-tailed Flycatcher,Tyran des savanes,Tyrannus savana,Passeriformes,Tyrannidae,908,4420
,,,,Contopus,cooperi,Olive-sided Flycatcher,Moucherolle à côtés olive,Contopus cooperi,Passeriformes,Tyrannidae,912,4590
,,,,Contopus,pertinax,Greater Pewee,Moucherolle de Coues,Contopus pertinax,Passeriformes,Tyrannidae,913,4600
,,,,Contopus,sordidulus,Western Wood-Pewee,Pioui de l'Ouest,Contopus sordidulus,Passeriformes,Tyrannidae,914,4620
secondary,EP,7/11/2022,"Watt, D. J., J. P. McCarty, S. W. Kendrick, F. L. Newell, and P. Pyle (2020). Eastern Wood-Pewee (Contopus virens), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.eawpew.01",Contopus,virens,Eastern Wood-Pewee,Pioui de l'Est,Contopus virens,Passeriformes,Tyrannidae,915,4610
,,,,Empidonax,flaviventris,Yellow-bellied Flycatcher,Moucherolle à ventre jaune,Empidonax flaviventris,Passeriformes,Tyrannidae,918,4630
secondary,PLZ,3/19/2019-11/18/2021,"Allen, M. C., M. M. Napoli, J. Sheehan, T. L. Master, P. Pyle, D. R. Whitehead, and T. Taylor (2020). Acadian Flycatcher (Empidonax virescens), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.acafly.01",Empidonax,virescens,Acadian Flycatcher,Moucherolle vert,Empidonax virescens,Passeriformes,Tyrannidae,919,4650
tertiary,EP,4/25/2019; checked 9/27/2022,"Lowther, P. E. (2020). Alder Flycatcher (Empidonax alnorum), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.aldfly.01",Empidonax,alnorum,Alder Flycatcher,Moucherolle des aulnes,Empidonax alnorum,Passeriformes,Tyrannidae,920,4661
tertiary,IH,10/12/2022-10/21/2022,"Sedgwick, J. A. (2020). Willow Flycatcher (Empidonax traillii), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.wilfly.01",Empidonax,traillii,Willow Flycatcher,Moucherolle des saules,Empidonax traillii,Passeriformes,Tyrannidae,921,4660
,,,,Empidonax,alnorum / traillii,unid. Alder Flycatcher / Willow Flycatcher,unid Moucherolle des aulnes / des saules,Empidonax alnorum / traillii,Passeriformes,Tyrannidae,922,4665
,,,,Empidonax,minimus,Least Flycatcher,Moucherolle tchébec,Empidonax minimus,Passeriformes,Tyrannidae,924,4670
,,,,Empidonax,hammondii,Hammond's Flycatcher,Moucherolle de Hammond,Empidonax hammondii,Passeriformes,Tyrannidae,925,4680
secondary,EP,7/11/2022,"Schlossberg, S. and J. C. Sterling (2020). Gray Flycatcher (Empidonax wrightii), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.gryfly.01",Empidonax,wrightii,Gray Flycatcher,Moucherolle gris,Empidonax wrightii,Passeriformes,Tyrannidae,926,4691
tertiary,JF,10/7/22,Maria E. Pereyra and James A. Sedgwick,Empidonax,oberholseri,Dusky Flycatcher,Moucherolle sombre,Empidonax oberholseri,Passeriformes,Tyrannidae,927,4690
,,,,Empidonax,hammondii / oberholseri,unid. Hammond's Flycatcher / Dusky Flycatcher,unid Moucherolle Hammond's / Moucherolle Dusky,Empidonax hammondii / oberholseri,Passeriformes,Tyrannidae,928,4689
,,,,Empidonax,difficilis,Pacific-slope Flycatcher,Moucherolle côtier,Empidonax difficilis,Passeriformes,Tyrannidae,930,4641
,,,,Empidonax,occidentalis,Cordilleran Flycatcher,Moucherolle des ravins,Empidonax occidentalis,Passeriformes,Tyrannidae,931,4640
,,,,Empidonax,difficilis / occidentalis,unid. Cordilleran / Pacific-slope Flycatcher,unid Moucherolle côtier / Moucherolle des ravins,Empidonax difficilis / occidentalis,Passeriformes,Tyrannidae,932,4642
,,,,Empidonax,fulvifrons,Buff-breasted Flycatcher,Moucherolle beige,Empidonax fulvifrons,Passeriformes,Tyrannidae,934,4700
,,,,Empidonax,sp.,unid. Empidonax flycatcher,unid Empidonax sp.,Empidonax sp.,Passeriformes,Tyrannidae,935,4679
,,,,Sayornis,nigricans,Black Phoebe,Moucherolle noir,Sayornis nigricans,Passeriformes,Tyrannidae,936,4580
secondary,EP,7/11/2022,"Weeks Jr., H. P. (2020). Eastern Phoebe (Sayornis phoebe), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.easpho.01",Sayornis,phoebe,Eastern Phoebe,Moucherolle phébi,Sayornis phoebe,Passeriformes,Tyrannidae,937,4560
,,,,Sayornis,saya,Say's Phoebe,Moucherolle à ventre roux,Sayornis saya,Passeriformes,Tyrannidae,938,4570
,,,,Pyrocephalus,rubinus,Vermilion Flycatcher,Moucherolle vermillon,Pyrocephalus rubinus,Passeriformes,Tyrannidae,939,4710
tertiary,EP,4/2/2019; checked 9/27/2022,"Yosef, R. (2020). Loggerhead Shrike (Lanius ludovicianus), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.logshr.01",Lanius,ludovicianus,Loggerhead Shrike,Pie-grièche migratrice,Lanius ludovicianus,Passeriformes,Laniidae,941,6220
tertiary,,needs checking (entered in 2019),,Lanius,borealis,Northern Shrike,Pie-grièche boréale,Lanius borealis,Passeriformes,Laniidae,942,6210
tertiary,PLZ,4/25/2019-11/23/2021- 5/31/2022,"Grzybowski, J. A. (2020). Black-capped Vireo (Vireo atricapilla), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.bkcvir1.01",Vireo,atricapilla,Black-capped Vireo,Viréo à tête noire,Vireo atricapilla,Passeriformes,Vireonidae,950,6300
,EP,4/25/2019; checked 9/29/2022,"Hopp, S. L. (2022). White-eyed Vireo (Vireo griseus), version 2.0. In Birds of the World (P. G. Rodewald and B. K. Keeney, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.whevir.02",Vireo,griseus,White-eyed Vireo,Viréo aux yeux blancs,Vireo griseus,Passeriformes,Vireonidae,952,6310
secondary,EP,4/25/2019; checked 7/11/2022,"Kus, B., S. L. Hopp, R. R. Johnson, and B. T. Brown (2020). Bell's Vireo (Vireo bellii), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.belvir.01",Vireo,bellii,Bell's Vireo,Viréo de Bell,Vireo bellii,Passeriformes,Vireonidae,957,6330
,,,,Vireo,vicinior,Gray Vireo,Viréo gris,Vireo vicinior,Passeriformes,Vireonidae,958,6340
secondary,EP,7/18/2022,"Davis, J. N. (2020). Hutton's Vireo (Vireo huttoni), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.hutvir.01",Vireo,huttoni,Hutton's Vireo,Viréo de Hutton,Vireo huttoni,Passeriformes,Vireonidae,959,6320
,,,,Vireo,flavifrons,Yellow-throated Vireo,Viréo à gorge jaune,Vireo flavifrons,Passeriformes,Vireonidae,960,6280
,,,,Vireo,cassinii,Cassin's Vireo,Viréo de Cassin,Vireo cassinii,Passeriformes,Vireonidae,961,6291
,,,,Vireo,solitarius,Blue-headed Vireo,Viréo à tête bleue,Vireo solitarius,Passeriformes,Vireonidae,962,6290
,,,,Vireo,cassinii / solitarius,unid. Cassin's Vireo / Blue-headed Vireo,unid Viréo de Cassin / Viréo à tête bleue,Vireo cassinii / solitarius,Passeriformes,Vireonidae,963,6295
,,,,Vireo,plumbeus,Plumbeous Vireo,Viréo plombé,Vireo plumbeus,Passeriformes,Vireonidae,964,6292
,,,,Vireo,plumbeus / cassinii,unid. Plumbeous Vireo / Cassin's Vireo,unid Viréo plombé / Viréo de Cassin,Vireo plumbeus / cassinii,Passeriformes,Vireonidae,965,6296
,,,,Vireo,philadelphicus,Philadelphia Vireo,Viréo de Philadelphie,Vireo philadelphicus,Passeriformes,Vireonidae,966,6260
,,,,Vireo,gilvus,Warbling Vireo,Viréo mélodieux,Vireo gilvus,Passeriformes,Vireonidae,967,6270
,,,,Vireo,olivaceus,Red-eyed Vireo,Viréo aux yeux rouges,Vireo olivaceus,Passeriformes,Vireonidae,969,6240
,,,,Vireo,altiloquus,Black-whiskered Vireo,Viréo à moustaches,Vireo altiloquus,Passeriformes,Vireonidae,971,6230
tertiary,IH,,,Perisoreus,canadensis,Canada Jay,Mésangeai du Canada,Perisoreus canadensis,Passeriformes,Corvidae,973,4840
,,,,Cyanocorax,yncas,Green Jay,Geai vert,Cyanocorax yncas,Passeriformes,Corvidae,982,4830
secondary,EP,7/18/2022 - 7/19/2022,"Johnson, K. and R. P. Balda (2020). Pinyon Jay (Gymnorhinus cyanocephalus), version 2.0. In Birds of the World (P. G. Rodewald and B. K. Keeney, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.pinjay.02",Gymnorhinus,cyanocephalus,Pinyon Jay,Geai des pinèdes,Gymnorhinus cyanocephalus,Passeriformes,Corvidae,986,4920
secondary,EP,7/20/2022,"Walker, L. E., P. Pyle, M. A. Patten, E. Greene, W. Davison, and V. R. Muehter (2020). Steller's Jay (Cyanocitta stelleri), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.stejay.01",Cyanocitta,stelleri,Steller's Jay,Geai de Steller,Cyanocitta stelleri,Passeriformes,Corvidae,987,4780
secondary,EP ,7/20/2022,"Smith, K. G., K. A. Tarvin, and G. E. Woolfenden (2020). Blue Jay (Cyanocitta cristata), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.blujay.01",Cyanocitta,cristata,Blue Jay,Geai bleu,Cyanocitta cristata,Passeriformes,Corvidae,988,4770
secondary,EP,3/28/2019; checked 7/20/2022,"Woolfenden, G. E. and J. W. Fitzpatrick (2020). Florida Scrub-Jay (Aphelocoma coerulescens), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.flsjay.01",Aphelocoma,coerulescens,Florida Scrub-Jay,Geai à gorge blanche,Aphelocoma coerulescens,Passeriformes,Corvidae,989,4790
,,,,Aphelocoma,insularis,Island Scrub-Jay,Geai de Santa Cruz,Aphelocoma insularis,Passeriformes,Corvidae,990,4811
secondary,EP,7/21/2022,"Curry, R. L., A. T. Peterson, T. A. Langen, P. Pyle, and M. A. Patten (2020). California Scrub-Jay (Aphelocoma californica), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.cowscj1.01",Aphelocoma,californica,California Scrub-Jay,Geai buissonnier,Aphelocoma californica,Passeriformes,Corvidae,991,4812
,,,,Aphelocoma,woodhouseii,Woodhouse's Scrub-Jay,Geai de Woodhouse,Aphelocoma woodhouseii,Passeriformes,Corvidae,992,4813
,,,,Aphelocoma,californica / woodhouseii,unid. California Scrub-Jay / Woodhouse's Scrub-Jay,unid Geai buissonnier / Geai de Woodhouse,Aphelocoma californica / woodhouseii,Passeriformes,Corvidae,993,4810
secondary,PLZ,2/3/2022,"McCormack, J. E. and J. L. Brown (2020). Mexican Jay (Aphelocoma wollweberi), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.mexjay4.01",Aphelocoma,wollweberi,Mexican Jay,Geai du Mexique,Aphelocoma wollweberi,Passeriformes,Corvidae,995,4820
,,,,Nucifraga,columbiana,Clark's Nutcracker,Cassenoix d'Amérique,Nucifraga columbiana,Passeriformes,Corvidae,997,4910
,,,,Pica,hudsonia,Black-billed Magpie,Pie d'Amérique,Pica hudsonia,Passeriformes,Corvidae,998,4750
secondary,EP,3/28/2019; checked 7/25/2022,"Koenig, W. D., M. D. Reynolds, and D. A. Airola (2022). Yellow-billed Magpie (Pica nuttalli), version 2.0. In Birds of the World (G. M. Kirwan and B. K. Keeney, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yebmag.02",Pica,nuttalli,Yellow-billed Magpie,Pie à bec jaune,Pica nuttalli,Passeriformes,Corvidae,999,4760
secondary,EP,9/26/2022,"Verbeek, N. A. and C. Caffrey (2021). American Crow (Corvus brachyrhynchos), version 1.1. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.amecro.01.1",Corvus,brachyrhynchos,American Crow,Corneille d'Amérique,Corvus brachyrhynchos,Passeriformes,Corvidae,1001,4880
,EP,9/26/2022 (under C. b. caurinus),"Verbeek, N. A. and C. Caffrey (2021). American Crow (Corvus brachyrhynchos), version 1.1. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.amecro.01.1",Corvus,caurinus,Northwestern Crow,Corneille d'Alaska,Corvus caurinus,Passeriformes,Corvidae,1002,4890
secondary,EP,4/4/2019; checked 7/26/2022,"McGowan, K. J. (2020). Fish Crow (Corvus ossifragus), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.fiscro.01",Corvus,ossifragus,Fish Crow,Corneille de rivage,Corvus ossifragus,Passeriformes,Corvidae,1005,4900
,,,,Corvus,brachyrhynchos / ossifragus,unid. American Crow / Fish Crow,unid Corneille d'Amérique / Corneille de rivage,Corvus brachyrhynchos / ossifragus,Passeriformes,Corvidae,1006,4881
,,,,Corvus,brachyrhynchos / caurinus,unid. American Crow / Northwestern Crow,unid Corneille d'Amérique / Corneille d'Alaska,Corvus brachyrhynchos / caurinus,Passeriformes,Corvidae,1007,4882
,,,,Corvus,cryptoleucus,Chihuahuan Raven,Corbeau à cou blanc,Corvus cryptoleucus,Passeriformes,Corvidae,1008,4870
secondary,EP,7/28/2022,"Boarman, W. I. and B. Heinrich (2020). Common Raven (Corvus corax), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.comrav.01",Corvus,corax,Common Raven,Grand Corbeau,Corvus corax,Passeriformes,Corvidae,1009,4860
secondary,EP,7/28/2022,"Boarman, W. I. and B. Heinrich (2020). Common Raven (Corvus corax), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.comrav.01",Corvus,corax,Northern Raven,,Corvus corax,,,,
,,,,Corvus,cryptoleucus / corax,unid. Chihuahuan Raven / Common Raven,unid Grand Corbeau / Corbeau à cou blanc,Corvus cryptoleucus / corax,Passeriformes,Corvidae,1010,4865
,,,,Alauda,arvensis,Eurasian Skylark,Alouette des champs,Alauda arvensis,Passeriformes,Alaudidae,1011,4730
,,,,Eremophila,alpestris,Horned Lark,Alouette hausse-col,Eremophila alpestris,Passeriformes,Alaudidae,1012,4740
secondary,EP,7/29/2022,"Garrison, B. A. and A. Turner (2020). Bank Swallow (Riparia riparia), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.banswa.01",Riparia,riparia,Bank Swallow,Hirondelle de rivage,Riparia riparia,Passeriformes,Hirundinidae,1013,6160
secondary,PLZ/EP,4/14/2022; 8/1/2022,"Winkler, D. W., K. K. Hallinger, D. R. Ardia, R. J. Robertson, B. J. Stutchbury, and R. R. Cohen (2020). Tree Swallow (Tachycineta bicolor), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.treswa.01",Tachycineta,bicolor,Tree Swallow,Hirondelle bicolore,Tachycineta bicolor,Passeriformes,Hirundinidae,1014,6140
secondary,EP,8/1/2022,"Brown, C. R., A. M. Knott, and E. J. Damrose (2020). Violet-green Swallow (Tachycineta thalassina), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.vigswa.01",Tachycineta,thalassina,Violet-green Swallow,Hirondelle à face blanche,Tachycineta thalassina,Passeriformes,Hirundinidae,1016,6150
,,,,Stelgidopteryx,serripennis,Northern Rough-winged Swallow,Hirondelle à ailes hérissées,Stelgidopteryx serripennis,Passeriformes,Hirundinidae,1020,6170
secondary,EP,8/1/2022,"Brown, C. R., D. A. Airola, and S. Tarof (2021). Purple Martin (Progne subis), version 2.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.purmar.02",Progne,subis,Purple Martin,Hirondelle noire,Progne subis,Passeriformes,Hirundinidae,1024,6110
,,,,Hirundo,rustica,Barn Swallow,Hirondelle rustique,Hirundo rustica,Passeriformes,Hirundinidae,1028,6130
secondary,EP,8/1/2022,"Brown, C. R., M. B. Brown, P. Pyle, and M. A. Patten (2020). Cliff Swallow (Petrochelidon pyrrhonota), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.cliswa.01",Petrochelidon,pyrrhonota,Cliff Swallow,Hirondelle à front blanc,Petrochelidon pyrrhonota,Passeriformes,Hirundinidae,1030,6120
,,,,Petrochelidon,fulva,Cave Swallow,Hirondelle à front brun,Petrochelidon fulva,Passeriformes,Hirundinidae,1031,6121
,,,,Petrochelidon,pyrrhonota / fulva,unid. Cave Swallow / Cliff Swallow,unid Hirondelle à front blanc / à front brun,Petrochelidon pyrrhonota / fulva,Passeriformes,Hirundinidae,1032,6122
secondary,EP,8/2/2022,"Mostrom, A. M., R. L. Curry, and B. Lohr (2020). Carolina Chickadee (Poecile carolinensis), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.carchi.01",Poecile,carolinensis,Carolina Chickadee,Mésange de Caroline,Poecile carolinensis,Passeriformes,Paridae,1033,7360
secondary,EP,8/2/2022,"Hailman, J. P. and S. Haftorn (2020). Gray-headed Chickadee (Poecile cinctus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.gyhchi.01",Poecile,cinctus,Gray-headed Chickadee,,Poecile cinctus,,,,
secondary,EP,8/3/2022,"Foote, J. R., D. J. Mennill, L. M. Ratcliffe, and S. M. Smith (2020). Black-capped Chickadee (Poecile atricapillus), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.bkcchi.01",Poecile,atricapillus,Black-capped Chickadee,Mésange à tête noire,Poecile atricapillus,Passeriformes,Paridae,1034,7350
secondary,EP,8/3/2022,"McCallum, D. A., R. Grundel, and D. L. Dahlsten (2020). Mountain Chickadee (Poecile gambeli), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.mouchi.01",Poecile,gambeli,Mountain Chickadee,Mésange de Gambel,Poecile gambeli,Passeriformes,Paridae,1035,7380
tertiary,,,,Poecile,sclateri,Mexican Chickadee,Mésange grise,Poecile sclateri,Passeriformes,Paridae,1036,7370
secondary,EP,8/4/2022,"Dahlsten, D. L., L. A. Brennan, D. A. McCallum, and S. L. Gaunt (2020). Chestnut-backed Chickadee (Poecile rufescens), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.chbchi.01",Poecile,rufescens,Chestnut-backed Chickadee,Mésange à dos marron,Poecile rufescens,Passeriformes,Paridae,1037,7410
secondary,EP,8/5/2022,"Ficken, M. S., M. A. McLaren, and J. P. Hailman (2020). Boreal Chickadee (Poecile hudsonicus), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.borchi2.01",Poecile,hudsonicus,Boreal Chickadee,Mésange à tête brune,Poecile hudsonicus,Passeriformes,Paridae,1038,7400
,,,,Poecile,carolinensis / atricapillus,unid. Carolina Chickadee / Black-capped Chickadee,unid Mésange de Caroline / Mésange à tête noire,Poecile carolinensis / atricapillus,Passeriformes,Paridae,1040,7352
,,,,Poecile,atricapillus / gambeli,unid. Black-capped Chickadee / Mountain Chickadee,unid Mésange à tête noire / Mésange de Gambel,Poecile atricapillus / gambeli,Passeriformes,Paridae,1041,7353
,,,,Poecile,atricapillus / hudsonicus,unid. Black-capped Chickadee / Boreal Chickadee,unid Mésange à tête noire / Mésange à tête brune,Poecile atricapillus / hudsonicus,Passeriformes,Paridae,1042,7354
,,,,Poecile,sp.,unid. western chickadee species,unid Mésange sp. de l'Ouest,Poecile sp.,Passeriformes,Paridae,1043,7351
secondary,PLZ,2/3/2022,"Nocedal, J. and M. S. Ficken (2020). Bridled Titmouse (Baeolophus wollweberi), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.britit.01",Baeolophus,wollweberi,Bridled Titmouse,Mésange arlequin,Baeolophus wollweberi,Passeriformes,Paridae,1044,7340
secondary,"EP, PLZ",8/11/2022,"Cicero, C., P. Pyle, and M. A. Patten (2020). Oak Titmouse (Baeolophus inornatus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.oaktit.01",Baeolophus,inornatus,Oak Titmouse,Mésange unicolore,Baeolophus inornatus,Passeriformes,Paridae,1045,7330
secondary,EP,8/12/2022,"Cicero, C., P. Pyle, and M. A. Patten (2020). Juniper Titmouse (Baeolophus ridgwayi), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.juntit1.01",Baeolophus,ridgwayi,Juniper Titmouse,Mésange des genévriers,Baeolophus ridgwayi,Passeriformes,Paridae,1046,7331
secondary,,,,Baeolophus,inornatus / ridgwayi,unid. Oak Titmouse / Juniper Titmouse,unid unid Mésange unicolore / Mésange des genévrie,Baeolophus inornatus / ridgwayi,Passeriformes,Paridae,1047,7332
secondary,"EP, PLZ",8/12/2022,"Ritchison, G., T. C. Grubb Jr., and V. V. Pravosudov (2020). Tufted Titmouse (Baeolophus bicolor), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.tuftit.01",Baeolophus,bicolor,Tufted Titmouse,Mésange bicolore,Baeolophus bicolor,Passeriformes,Paridae,1048,7310
